razao,endereco,bairro,venda,data,combustivel,cidade,ix_semana
PLANALTO POSTO DE SERVIÇO LTDA,"AVENIDA DOUTOR CRISTIANO GUIMARÃES, 2329",Planalto,4.649,2020-01-15,gasolina,Belo Horizonte,1074
POSTO ARAUJO COMERCIO E DISTRIBUICAO DE COMBUSTIVEIS E LUBRIFICANTES LTDA.,"AVENIDA AMERICO VESPUCIO, 809",Aparecida,4.675,2020-01-14,gasolina,Belo Horizonte,1074
POSTO TUNEL LTDA,"AVENIDA CRISTIANO MACHADO, 71",Floresta,4.675,2020-01-14,gasolina,Belo Horizonte,1074
DGET COMBUSTIVEIS EIRELI,"RUA DOS ASTECAS, 2930",Santa Monica,4.688,2020-01-15,gasolina,Belo Horizonte,1074
POSTO MARIA AMELIA LTDA,"RUA MARIA AMELIA MAIA, 780",Sao Bernardo,4.69,2020-01-15,gasolina,Belo Horizonte,1074
AUTO POSTO MENDONCA LTDA,"AVENIDA CRISTIANO MACHADO, 2506",Cidade Nova,4.6930000000000005,2020-01-14,gasolina,Belo Horizonte,1074
POSTO CRISTIANO MACHADO LTDA,"AVENIDA CRISTIANO MACHADO, 8665",Dona Clara,4.695,2020-01-14,gasolina,Belo Horizonte,1074
AUTO POSTO RIO BRANCO LTDA,"AVENIDA BERNARDA SILVESTRE, 115",Rio Brancoi,4.695,2020-01-15,gasolina,Belo Horizonte,1074
POSTO MINAS SHOPPING LTDA,"AVENIDA CRISTIANO MACHADO, 3400",Uniao,4.697,2020-01-14,gasolina,Belo Horizonte,1074
A CARABETTI & CIA LTDA,"AVENIDA CRISTIANO MACHADO, 2000",Cidade Nova,4.697,2020-01-14,gasolina,Belo Horizonte,1074
ORGANIZACOES GUALBERTO LTDA - EPP,"RUA MARIA GERTRUDES SANTOS, 293",Ceu Azul,4.697,2020-01-15,gasolina,Belo Horizonte,1074
GNV SETE BELO LTDA,"AVENIDA CRISTIANO MACHADO, 8898",Minaslandia,4.697,2020-01-14,gasolina,Belo Horizonte,1074
SOCIEDADE COMERCIAL CANAA LTDA,"RODOVIA PAPA JOAO PAULO II, 3614",Canaa,4.697,2020-01-14,gasolina,Belo Horizonte,1074
POSTO BOA ESPERANCA LTDA.,"RODOVIA PAPA JOAO PAULO II, 3031",Serra Verde,4.697,2020-01-14,gasolina,Belo Horizonte,1074
GAS BRAS LTDA,"RODOVIA PAPA JOAO PAULO II, 400",Satelite,4.697,2020-01-14,gasolina,Belo Horizonte,1074
POSTO DE COMBUSTIVEL PASSARELA LTDA,"AVENIDA CRISTIANO MACHADO, 2525",Silveira,4.697,2020-01-14,gasolina,Belo Horizonte,1074
POSTO CM LTDA,"AVENIDA CRISTIANO MACHADO, 3050 0",União,4.697,2020-01-14,gasolina,Belo Horizonte,1074
POSTO MARIO WERNECK LIMITADA,"AVENIDA CRISTIANO MACHADO, 9292",Dona Clara,4.697,2020-01-14,gasolina,Belo Horizonte,1074
POSTO WAP CRISTIANO MACHADO LTDA,"AVENIDA CRISTIANO MACHADO, 9434",Minaslandia (p Maio),4.697,2020-01-14,gasolina,Belo Horizonte,1074
POSTO CATEDRAL LTDA,"AVENIDA CRISTIANO MACHADO, 11100",Vila Cloris,4.697,2020-01-14,gasolina,Belo Horizonte,1074
POSTO ESTACAO BH LTDA,"AVENIDA CRISTIANO MACHADO, 10025",Heliopolis,4.698,2020-01-14,gasolina,Belo Horizonte,1074
POSTO CN LTDA,"AVENIDA CRISTIANO MACHADO, 1383",Da Graca,4.699,2020-01-14,gasolina,Belo Horizonte,1074
POSTO ENTRADA OBRIGATÓRIA LTDA,"AVENIDA PORTUGAL, 4260",Jardim Atlântico,4.699,2020-01-15,gasolina,Belo Horizonte,1074
POSTO SAO BERNARDO LTDA,"AVENIDA CRISTIANO MACHADO, 9505",Dona Clara,4.699,2020-01-14,gasolina,Belo Horizonte,1074
POSTO GUARAPARI LTDA,"AVENIDA GUARAPARI, 1201 LOTE 15 E 16",Santa Amelia,4.699,2020-01-15,gasolina,Belo Horizonte,1074
POSTO ATLANTICO LTDA,"AVENIDA PORTUGAL, 150",Jardim Atlantico,4.747,2020-01-15,gasolina,Belo Horizonte,1074
POSTO BEAGAS GNV LTDA.,"AVENIDA DOM PEDRO II, 4685",Jardim Montanhes,4.566,2020-01-20,gasolina,Belo Horizonte,1075
POSTO OLIMAR COMERCIO DE COMBUSTIVEIS LTDA,"AVENIDA TEREZA CRISTINA, 2350",Padre Eustaquio,4.597,2020-01-20,gasolina,Belo Horizonte,1075
POSTO OCEANO LTDA,"AVENIDA DO CONTORNO, 10325",Barro Preto,4.597,2020-01-20,gasolina,Belo Horizonte,1075
POSTO JUPITER LTDA,"AVENIDA TEREZA CRISTINA, 2850",Padre Eustaquio,4.597,2020-01-20,gasolina,Belo Horizonte,1075
POSTO PRISMA LTDA,"AVENIDA VER. CICERO ILDEFONSO, 684",Joao Pinheiro,4.598,2020-01-20,gasolina,Belo Horizonte,1075
POSTO QUICK LTDA,"AVENIDA CORONEL JOSE BENJAMIM, 17",Padre Eustaquio,4.599,2020-01-20,gasolina,Belo Horizonte,1075
CARREFOUR COMERCIO E INDUSTRIA LTDA,"AVENIDA PRESIDENTE CARLOS LUZ, 4055 PARTE",Engenheiro Nogueira,4.599,2020-01-22,gasolina,Belo Horizonte,1075
POSTO DE COMBUSTIVEL TEREZA CRISTINA LTDA,"AVENIDA TEREZA CRISTINA, 820",Carlos Prates,4.599,2020-01-20,gasolina,Belo Horizonte,1075
POSTO FENIX ESTORIL LTDA,"AVENIDA AMAZONAS, 4808",Nova Suissa,4.61,2020-01-20,gasolina,Belo Horizonte,1075
POSTO PIO XII LTDA.,"AVENIDA DO CONTORNO, 9008",Santo Agostinho,4.61,2020-01-20,gasolina,Belo Horizonte,1075
POSTO BH LTDA - ME,"AVENIDA DOS ANDRADAS, 1350",Centro,4.6160000000000005,2020-01-20,gasolina,Belo Horizonte,1075
POSTO LESTE OESTE LTDA,"AVENIDA TEREZA CRISTINA, 1795",Calafate,4.617,2020-01-20,gasolina,Belo Horizonte,1075
POSTO DE COMBUSTÍVEIS SANTO AGOSTINHO LTDA.,"AVENIDA AMAZONAS, 2381",Santo Agostinho,4.625,2020-01-20,gasolina,Belo Horizonte,1075
POSTO LESTE LTDA,"AVENIDA DOS ANDRADAS, 3300",Santa Efigenia,4.626,2020-01-20,gasolina,Belo Horizonte,1075
POSTO VILA ESTACAO LTDA,"RUA DOS TUPINAMBAS, 115",Centro,4.626,2020-01-20,gasolina,Belo Horizonte,1075
ROL COMERCIO DE DERIVADOS DE PETROLEO LTDA,"AVENIDA ANDRADAS, 3520",Pompeia,4.626,2020-01-20,gasolina,Belo Horizonte,1075
POSTO VILA NOSSA SENHORA DE FATIMA LTDA,"AVENIDA NOSSA SENHORA DE FATIMA, 2.401",Carlos Prates,4.627,2020-01-22,gasolina,Belo Horizonte,1075
EXXEL REVENDEDORA DE DERIVADOS DE PETROLEO LTDA,"AVENIDA VER CICERO ILDEFONSO, 539",Joao Pinheiro,4.636,2020-01-20,gasolina,Belo Horizonte,1075
POSTO SILVA LOBO LTDA.,"AVENIDA AMAZONAS, 5353 A",Nova Suiça,4.6389999999999985,2020-01-20,gasolina,Belo Horizonte,1075
POSTO FORMULA BR LTDA,"AVENIDA AMAZONAS, 8.555",Cabana,4.643,2020-01-20,gasolina,Belo Horizonte,1075
POSTO GAMELEIRA LTDA,"AVENIDA AMAZONAS, 7605",Nova Gameleira,4.644,2020-01-20,gasolina,Belo Horizonte,1075
COMERCIAL MARCESOP LTDA,"AVENIDA AMAZONAS, 5234",Nova Suica,4.65,2020-01-20,gasolina,Belo Horizonte,1075
POSTO PAULISTINHA LTDA,"AVENIDA NOSSA SENHORA DE FATIMA, 1612",Carlos Prates,4.655,2020-01-22,gasolina,Belo Horizonte,1075
ABRAS COMERCIO DE COMBUSTIVEL E VEICULOS LTDA,"AVENIDA PEDRO II, 930",Bonfim,4.655,2020-01-22,gasolina,Belo Horizonte,1075
POSTO ITAPOA LTDA,"AVENIDA AMAZONAS, 2994",Barroca,4.655,2020-01-20,gasolina,Belo Horizonte,1075
PANORAMA COMERCIO DE COMBUSTIVEIS LTDA - ME,"RODOVIA BR 040, 1000 KM 1",Califórnia,4.659,2020-01-20,gasolina,Belo Horizonte,1075
POSTO JOAO PAULO II LTDA - ME,"AV JOÃO XXIII, 540",Alípio de Melo,4.666,2020-01-20,gasolina,Belo Horizonte,1075
ECO EMPREENDIMENTOS COMERCIAIS LTDA,"RUA CONCEICAO DO MATO DENTRO, 335",Ouro Preto,4.687,2020-01-22,gasolina,Belo Horizonte,1075
POSTO CATALAO LTDA,"AVENIDA PRESIDENTE CARLOS LUZ, 102",Pedro Ii,4.695,2020-01-22,gasolina,Belo Horizonte,1075
KING EMPREENDIMENTOS COMERCIAIS LTDA,"AVENIDA VEREADOR CÍCERO ILDEFONSO, 1065",Coração Eucarístico,4.6960000000000015,2020-01-20,gasolina,Belo Horizonte,1075
POSTO DAMASCO LTDA - ME,"AVENIDA PEDRO II, 1125",Carlos Prates,4.697,2020-01-22,gasolina,Belo Horizonte,1075
GILBO COMERCIO DE DERIVADOS DE PETROLEO LTDA,"AVENIDA PRESIDENTE CARLOS LUZ, 451",Caiçara,4.697,2020-01-22,gasolina,Belo Horizonte,1075
POSTO PARADA OBRIGATORIA LTDA,"AVENIDA DOS ANDRADAS, 3910",Pompéia,4.697,2020-01-20,gasolina,Belo Horizonte,1075
POSTO BARBOSA LTDA,"AVENIDA PRES CARLOS LUZ, 2263",Sao Francisco Assis,4.699,2020-01-22,gasolina,Belo Horizonte,1075
POSTO MONTE SANTO LTDA,"AVENIDA DOMPEDRO II, 3038",Caicara,4.799,2020-01-22,gasolina,Belo Horizonte,1075
POSTO ZEPPE MIRAGEM LTDA,"AVENIDA PRESIDENTE CARLOS LUZ, 638",Caicara,4.895,2020-01-22,gasolina,Belo Horizonte,1075
DUTRA E SILVA LTDA,"AVENIDA DOS ENGENHEIROS, 465",Alipio de Melo,4.897,2020-01-20,gasolina,Belo Horizonte,1075
COMBUSTIVEIS VALADARES LTDA,"AVENIDA PRESIDENTE CARLOS LUZ, 2600",Caparao,4.899,2020-01-22,gasolina,Belo Horizonte,1075
L. C. EMPREENDIMENTOS LTDA,"AVENIDA DIS ENGENHEIROS, 1620",Castelo,4.899,2020-01-20,gasolina,Belo Horizonte,1075
POSTO R.E.M. LTDA,"AVENIDA AMAZONAS, 4594",Nova Suiça,4.949,2020-01-20,gasolina,Belo Horizonte,1075
POSTO R.E.M. LTDA,"AVENIDA DO CONTORNO, 10040",Barro Preto,4.949,2020-01-20,gasolina,Belo Horizonte,1075
POSTO AMAZONAS LTDA,"AVENIDA AMAZONAS, 5298",Nova Suissa,4.949,2020-01-20,gasolina,Belo Horizonte,1075
POSTO GLORIA,"RUA DEPUTADO CLAUDIO PINHEIRO DE LIMA, 957",Nossa Senhora da Gloria,4.555,2020-01-30,gasolina,Belo Horizonte,1076
POSTO WAP LTDA,"AVENIDA PEDRO II, 4091",Vila Futuro,4.579,2020-01-30,gasolina,Belo Horizonte,1076
POSTO BARRO PRETO LTDA,"RUA GOITACASES, 1376",Barro Preto,4.59,2020-01-30,gasolina,Belo Horizonte,1076
ORGANIZAÇAO PETROMAR LTDA,"RUA MATO GROSSO, 212",Barro Preto,4.59,2020-01-30,gasolina,Belo Horizonte,1076
POSTO MANACAS LTDA,"AVENIDA PRES TANCREDO NEVES, 1095 LOTE 73 74 Q.62",Castelo,4.597,2020-01-30,gasolina,Belo Horizonte,1076
POSTO ITATIAIA LTDA,"AVENIDA PROFESSOR CLOVIS SALGADO, 1865",Itatiaia,4.599,2020-01-30,gasolina,Belo Horizonte,1076
POSTO RC LTDA,"AVENIDA SANTA TEREZINHA, 620",Itatiaia,4.599,2020-01-30,gasolina,Belo Horizonte,1076
POSTO DE COMBUSTIVEL LUBRIMIL LTDA,"AVENIDA ABILIO MACHADO, 845",Dom Bosco,4.647,2020-01-30,gasolina,Belo Horizonte,1076
POSTO CAPITAL LTDA,"AVENIDA ABILIO MACHADO, 1772",Alipio de Mello,4.6560000000000015,2020-01-30,gasolina,Belo Horizonte,1076
POSTO SERRANO LTDA,"AVENIDA ABILIO MACHADO, 3123",Serrano,4.695,2020-01-30,gasolina,Belo Horizonte,1076
COMERCIAL RACOL LTDA,"AVENIDA BRIGADEIRO EDUARDO GOMES, 1980",Gloria,4.697,2020-01-30,gasolina,Belo Horizonte,1076
POSTO DAMASCO LTDA - ME,"AVENIDA PEDRO II, 1125",Carlos Prates,4.697,2020-01-30,gasolina,Belo Horizonte,1076
POSTO ASTRAL LTDA,"AVENIDA BRIG EDUARDO GOMES, 1025",Gloria,4.697,2020-01-30,gasolina,Belo Horizonte,1076
POSTO MIRAGEM LTDA,"AVENIDA AMINTAS JACQUES MORAIS, 2065",Patrocinio,4.699,2020-01-30,gasolina,Belo Horizonte,1076
AUTO POSTO VEM K LTDA,"AVENIDA PRESIDENTE TANCREDO NEVES, 3574",Paqueta,4.799,2020-01-30,gasolina,Belo Horizonte,1076
POSTO SAO PAULO ATLANTIDA LTDA,"AVENIDA HERACLITO MOURAO DE MIRANDA, 1851 0",Serrano,4.899,2020-01-30,gasolina,Belo Horizonte,1076
TIC TAC DERIVADOS DE PETROLEO LTDA,"AVENIDA DO CONTORNO, 9645",Prado,4.985,2020-01-30,gasolina,Belo Horizonte,1076
POSTO PROGRESSO LTDA,"RUA PARA DE MINAS, 1080 0",Padre Eustáquio,4.49,2020-05-02,gasolina,Belo Horizonte,1077
POSTO ODEON LTDA,"AVENIDA DO CONTORNO, 1550",Floresta,4.548,2020-03-02,gasolina,Belo Horizonte,1077
POSTO CAPITAL LTDA,"AVENIDA ABILIO MACHADO, 1772",Alipio de Mello,4.566,2020-05-02,gasolina,Belo Horizonte,1077
POSTO NIGHT AND DAY LTDA,"AVENIDA BARÃO HOMEM DE MELO, 400",Jardim América,4.567,2020-03-02,gasolina,Belo Horizonte,1077
AUTO POSTO MAQUINE LTDA,"RODOVIA ANEL RODOVIARIO CELSO MELLO AZEVEDO, 3605",Vila Bernadeti (barreiro),4.597,2020-03-02,gasolina,Belo Horizonte,1077
POSTO BATISTAO LIMITADA,"RUA DESEMBARGADOR REIS ALVES, 880",B. das Industrias,4.598,2020-03-02,gasolina,Belo Horizonte,1077
POSTO CARIJO LTDA,"RODOVIA BR 262, S/N KM 04",Engenho Nogueira,4.599,2020-05-02,gasolina,Belo Horizonte,1077
POSTO BRUNA LTDA.,"RODOVIA ANEL RODOVIARIO CELSO MELLO AZEVEDO, 11333",Dom Bosco,4.599,2020-05-02,gasolina,Belo Horizonte,1077
POSTO SAO JOAO COMB E LUBR LTDA,"RUA DESEMBARGADOR BARCELOS, 196",Calafate,4.599,2020-03-02,gasolina,Belo Horizonte,1077
CENCOSUD BRASIL COMERCIAL LTDA,"RUA PARA DE MINAS, 788 ANEXO: 01;",Padre Eustaquio,4.629,2020-05-02,gasolina,Belo Horizonte,1077
POSTO BARAO DE MELO LTDA,"AVENIDA BARAO HOMEM DE MELO, 827",Nova Granada,4.695,2020-03-02,gasolina,Belo Horizonte,1077
POSTO TIGRE LTDA,"AVENIDA BRASIL, 401",Funcionários,4.695,2020-03-02,gasolina,Belo Horizonte,1077
POSTO SERRANO LTDA,"AVENIDA ABILIO MACHADO, 3123",Serrano,4.695,2020-05-02,gasolina,Belo Horizonte,1077
POSTO ABASTECA AQUI ANEL LTDA - EPP,"RODOVIA ANEL RODOVIARIO CELSO MELLO AZEVEDO, 15600",Caicaras,4.695,2020-05-02,gasolina,Belo Horizonte,1077
AUTO POSTO XANATAM LTDA,"RODOVIA RODOVIA MG 5, 765",Goiania,4.698,2020-05-02,gasolina,Belo Horizonte,1077
POSTO ESTEVES LTDA,"RODOVIA MG-5, 750 LETRA: A;",Ipe,4.699,2020-05-02,gasolina,Belo Horizonte,1077
AUTO POSTO INHUMAS LTDA,"RUA DAS CLARINETAS, 23",Conjunto California,4.699,2020-05-02,gasolina,Belo Horizonte,1077
AUTO POSTO VERONA EIRELI,"RODOVIA ANEL RODOVIARIO CELSO MELLO AZEVEDO, 23759",Dom Silverio,4.699,2020-05-02,gasolina,Belo Horizonte,1077
POSTO BOM BOM LTDA,"AVENIDA CONTORNO, 2694",Santa Efigenia,4.699,2020-03-02,gasolina,Belo Horizonte,1077
POSTO CURIANGO LTDA.,"RODOVIA BR 262, S/N KM 07",Gorduras,4.699,2020-05-02,gasolina,Belo Horizonte,1077
POSTO ASSIS LTDA,"RODOVIA BR 262, S/N KM 26",Dom Silverio,4.699,2020-05-02,gasolina,Belo Horizonte,1077
POSTO ARAPONGA LTDA,"AVENIDA BRASIL, 909",Santa Efigenia,4.699,2020-03-02,gasolina,Belo Horizonte,1077
COMERCIO DE COMBUSTIVEIS ALEX LTDA,"RUA GONCALVES DIAS, 520",Funcionarios,4.759,2020-03-02,gasolina,Belo Horizonte,1077
SAO FRANCISCO PARTICIPACOES TRANSPORTES E SERVICOS LTDA,"RUA MAJOR DELFINO DE PAULA, 2745",Sao Francisco,4.789,2020-05-02,gasolina,Belo Horizonte,1077
POSTO SANTA LUCIA LTDA,"RODOVIA BR-356, 520",Sion,4.857,2020-03-02,gasolina,Belo Horizonte,1077
MM - COMERCIO DE DERIVADOS DE PETROLEO LTDA,"RUA GRAO MOGOL, 953-A",Sion,4.857,2020-03-02,gasolina,Belo Horizonte,1077
POSTO MAURITANIA LTDA,"RUA DO URUGUAI, 86",Sion,4.857,2020-03-02,gasolina,Belo Horizonte,1077
POSTO VICA LTDA,"AVENIDA RAJA GABAGLIA, 5001",Santa Lucia,4.857,2020-03-02,gasolina,Belo Horizonte,1077
POSTO HUGO WERNECK LTDA,"AVENIDA NOSSA SENHORA DO CARMO, 1925",Carmo Sion,4.857,2020-03-02,gasolina,Belo Horizonte,1077
POSTO PONTE NOVA LTDA,"AVENIDA NOSSA SENHORA DO CARMO, 450",Carmo,4.8580000000000005,2020-03-02,gasolina,Belo Horizonte,1077
BARRABELA AUTO POSTO LTDA.,"RODOVIA BR 356, S/N KM 7,5",Olhos D'agua,4.86,2020-03-02,gasolina,Belo Horizonte,1077
W. R. SIMONE COMERCIAL LTDA.,"AVENIDA BARÃO HOMEM DE MELO, 3000",Estoril,4.874,2020-03-02,gasolina,Belo Horizonte,1077
POSTO CHICAGO LTDA.,"RUA DO URUGUAI, 835",Sion,4.897,2020-03-02,gasolina,Belo Horizonte,1077
POSTO MANGABEIRAS LTDA,"RUA AFONSO PENA, 4321",Mangabeiras,4.899,2020-03-02,gasolina,Belo Horizonte,1077
POSTO TOCANTINS LTDA,"AVENIDA DO CONTORNO, 1955",Floresta,4.899,2020-03-02,gasolina,Belo Horizonte,1077
POSTO GRAJAU LTDA,"AVENIDA NOSSA SENHORA DO CARMO, 756",Sao Pedro,4.949,2020-03-02,gasolina,Belo Horizonte,1077
PETROBEL LTDA,"AVENIDA BERNARDO MONTEIRO, 1339",Funcionários,4.988,2020-03-02,gasolina,Belo Horizonte,1077
BEL POSTO LTDA,"RUA DAS PRINCESAS, 367",Jardinopolis,4.996,2020-03-02,gasolina,Belo Horizonte,1077
POSTO PONTEIO LTDA.,"RODOVIA BR 356, 20 KM 04",Santa Lucia,4.997,2020-03-02,gasolina,Belo Horizonte,1077
POSTO BALUARTE LTDA,"BR. 262 - KM 24,5, S/N KM 24,5",Maria Goreti,4.999,2020-05-02,gasolina,Belo Horizonte,1077
ALMADA & CIA LIMITADA,"RUA JACUI, 4040",Ipiranga,4.539,2020-11-02,gasolina,Belo Horizonte,1078
COMERCIAL DE PETROLEO VILARINHO LTDA,"AVENIDA VILARINHO, 1691",Venda Nova,4.559,2020-11-02,gasolina,Belo Horizonte,1078
POSTO ARAUJO COMERCIO E DISTRIBUICAO DE COMBUSTIVEIS E LUBRIFICANTES LTDA.,"AVENIDA AMERICO VESPUCIO, 809",Aparecida,4.575,2020-11-02,gasolina,Belo Horizonte,1078
POSTO TUNEL LTDA,"AVENIDA CRISTIANO MACHADO, 71",Floresta,4.575,2020-11-02,gasolina,Belo Horizonte,1078
SOCIEDADE COMERCIAL CANAA LTDA,"RODOVIA PAPA JOAO PAULO II, 3614",Canaa,4.577,2020-11-02,gasolina,Belo Horizonte,1078
POSTO BOA ESPERANCA LTDA.,"RODOVIA PAPA JOAO PAULO II, 3031",Serra Verde,4.577,2020-11-02,gasolina,Belo Horizonte,1078
POSTO POETA LTDA,"AVENIDA DOM PEDRO I, 2355",Sao Joao Batista,4.577,2020-11-02,gasolina,Belo Horizonte,1078
GAS BRAS LTDA,"RODOVIA PAPA JOAO PAULO II, 400",Satelite,4.577,2020-11-02,gasolina,Belo Horizonte,1078
AUTO POSTO VALE LTDA,"AVENIDA VILARINHO, 1146",Venda Nova,4.579,2020-11-02,gasolina,Belo Horizonte,1078
POSTO CENTER NORTE LTDA,"AVENIDA VILARINHO, 5360",Venda Nova,4.579,2020-11-02,gasolina,Belo Horizonte,1078
POSTO GABI LTDA,"AVENIDA VILARINHO, 2300",Venda Nova,4.579,2020-11-02,gasolina,Belo Horizonte,1078
AUTO POSTO MACPETRO LTDA,"RUA DOUTOR ALVARO CAMARGOS, 2216",Santa Monica,4.585,2020-11-02,gasolina,Belo Horizonte,1078
POSTO CHAVES LTDA,"AVENIDA PORTUGAL, 2061",Santa Amelia,4.587,2020-11-02,gasolina,Belo Horizonte,1078
POSTO SALAZAR LTDA,"RUA MINISTROOLIVEIRA SALAZAR, 770",Santa Monica,4.589,2020-11-02,gasolina,Belo Horizonte,1078
POSTO CRISTIANO MACHADO LTDA,"AVENIDA CRISTIANO MACHADO, 8665",Dona Clara,4.595,2020-11-02,gasolina,Belo Horizonte,1078
POSTO DE COMBUSTIVEL PASSARELA LTDA,"AVENIDA CRISTIANO MACHADO, 2525",Silveira,4.597,2020-11-02,gasolina,Belo Horizonte,1078
POSTO WAP CRISTIANO MACHADO LTDA,"AVENIDA CRISTIANO MACHADO, 9434",Minaslandia (p Maio),4.597,2020-11-02,gasolina,Belo Horizonte,1078
AUTO POSTO MENDONCA LTDA,"AVENIDA CRISTIANO MACHADO, 2506",Cidade Nova,4.597,2020-11-02,gasolina,Belo Horizonte,1078
POSTO CAMOES LTDA,"AVENIDA PORTUGAL, 4611",Itapoa,4.597,2020-11-02,gasolina,Belo Horizonte,1078
CELT -COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA,"AVENIDA DOM PEDRO I, 2177 LETRA A",Sao Joao Batista,4.597,2020-11-02,gasolina,Belo Horizonte,1078
POSTO BRUNINHA LTDA,"AVENIDA DOM PEDRO I, 1680",Itapoa,4.597,2020-11-02,gasolina,Belo Horizonte,1078
POSTO MINAS SHOPPING LTDA,"AVENIDA CRISTIANO MACHADO, 3400",Uniao,4.597,2020-11-02,gasolina,Belo Horizonte,1078
GNV SETE BELO LTDA,"AVENIDA CRISTIANO MACHADO, 8898",Minaslandia,4.597,2020-11-02,gasolina,Belo Horizonte,1078
POSTO ANTUNES LTDA,"AVENIDA PORTUGAL, 2603",Santa Amelia,4.597,2020-11-02,gasolina,Belo Horizonte,1078
POSTO TATIANA LTDA,"AVENIDA PEDRO I, 468",Jardim Atlantico,4.597,2020-11-02,gasolina,Belo Horizonte,1078
CENTRO AUTOMOTIVO FALCAO LTDA - EPP,"AVENIDA GAL OLIMPIO MOURA FILHO, 835",Planalto,4.597,2020-11-02,gasolina,Belo Horizonte,1078
POSTO MARIO WERNECK LIMITADA,"AVENIDA CRISTIANO MACHADO, 9292",Dona Clara,4.597,2020-11-02,gasolina,Belo Horizonte,1078
POSTO ESTACAO BH LTDA,"AVENIDA CRISTIANO MACHADO, 10025",Heliopolis,4.598,2020-11-02,gasolina,Belo Horizonte,1078
POSTO JOCA LTDA,"AV. ANTONIO JOSE DOS SANTOS,609, S/N",Ceu Azul,4.599,2020-11-02,gasolina,Belo Horizonte,1078
POSTO MARIA AMELIA LTDA,"RUA MARIA AMELIA MAIA, 780",Sao Bernardo,4.599,2020-11-02,gasolina,Belo Horizonte,1078
POSTO CN LTDA,"AVENIDA CRISTIANO MACHADO, 1383",Da Graca,4.599,2020-11-02,gasolina,Belo Horizonte,1078
POSTO SAO BERNARDO LTDA,"AVENIDA CRISTIANO MACHADO, 9505",Dona Clara,4.599,2020-11-02,gasolina,Belo Horizonte,1078
PLANALTO POSTO DE SERVIÇO LTDA,"AVENIDA DOUTOR CRISTIANO GUIMARÃES, 2329",Planalto,4.599,2020-11-02,gasolina,Belo Horizonte,1078
DELMA - COMERCIO DE COMBUSTIVEIS LTDA,"AVENIDA VILARINHO, 3353",Leticia Distrito de Venda Nova,4.641,2020-11-02,gasolina,Belo Horizonte,1078
POSTO CM LTDA,"AVENIDA CRISTIANO MACHADO, 3050 0",União,4.647,2020-11-02,gasolina,Belo Horizonte,1078
POSTO CATEDRAL LTDA,"AVENIDA CRISTIANO MACHADO, 11100",Vila Cloris,4.657,2020-11-02,gasolina,Belo Horizonte,1078
POSTO COLIBRI LTDA,"AVENIDA ANTONIO CARLOS, 7585",Pampulha,4.67,2020-11-02,gasolina,Belo Horizonte,1078
POSTO UNIAO LTDA,"AVENIDA DOM PEDRO I, 3880",Vnda Nova,4.677,2020-11-02,gasolina,Belo Horizonte,1078
POSTO ATLANTICO LTDA,"AVENIDA PORTUGAL, 150",Jardim Atlantico,4.697,2020-11-02,gasolina,Belo Horizonte,1078
POSTO VANORTE LTDA,"RUA DOUTOR ALVARO CAMARGOS, 1795",Santa Branca,4.699,2020-11-02,gasolina,Belo Horizonte,1078
POSTO ENTRADA OBRIGATÓRIA LTDA,"AVENIDA PORTUGAL, 4260",Jardim Atlântico,4.699,2020-11-02,gasolina,Belo Horizonte,1078
A CARABETTI & CIA LTDA,"AVENIDA CRISTIANO MACHADO, 2000",Cidade Nova,4.797,2020-11-02,gasolina,Belo Horizonte,1078
POSTO BEAGAS GNV LTDA.,"AVENIDA DOM PEDRO II, 4685",Jardim Montanhes,4.449,2020-02-19,gasolina,Belo Horizonte,1079
POSTO WAP LTDA,"AVENIDA PEDRO II, 4091",Vila Futuro,4.45,2020-02-19,gasolina,Belo Horizonte,1079
POSTO PRISMA LTDA,"AVENIDA VER. CICERO ILDEFONSO, 684",Joao Pinheiro,4.45,2020-02-19,gasolina,Belo Horizonte,1079
KING EMPREENDIMENTOS COMERCIAIS LTDA,"AVENIDA VEREADOR CÍCERO ILDEFONSO, 1065",Coração Eucarístico,4.458,2020-02-19,gasolina,Belo Horizonte,1079
POSTO DE COMBUSTIVEL TEREZA CRISTINA LTDA,"AVENIDA TEREZA CRISTINA, 820",Carlos Prates,4.459,2020-02-19,gasolina,Belo Horizonte,1079
POSTO QUICK LTDA,"AVENIDA CORONEL JOSE BENJAMIM, 17",Padre Eustaquio,4.459,2020-02-19,gasolina,Belo Horizonte,1079
POSTO JUPITER LTDA,"AVENIDA TEREZA CRISTINA, 2850",Padre Eustaquio,4.459,2020-02-19,gasolina,Belo Horizonte,1079
POSTO OLIMAR COMERCIO DE COMBUSTIVEIS LTDA,"AVENIDA TEREZA CRISTINA, 2350",Padre Eustaquio,4.459,2020-02-19,gasolina,Belo Horizonte,1079
POSTO OCEANO LTDA,"AVENIDA DO CONTORNO, 10325",Barro Preto,4.459,2020-02-19,gasolina,Belo Horizonte,1079
POSTO DE COMBUSTÍVEIS SANTO AGOSTINHO LTDA.,"AVENIDA AMAZONAS, 2381",Santo Agostinho,4.497,2020-02-19,gasolina,Belo Horizonte,1079
POSTO LESTE OESTE LTDA,"AVENIDA TEREZA CRISTINA, 1795",Calafate,4.499,2020-02-19,gasolina,Belo Horizonte,1079
